Time [s],Value,Parity Error,Framing Error
6.453790000000000,5,,
6.454362000000000,7,,
6.454934000000000,' ',,
6.455506000000000,T,,
6.456078000000000,h,,
6.456650000000000,u,,
6.457222000000000,' ',,
6.457794000000000,0,,
6.458366000000000,1,,
6.458938000000000,' ',,
6.459510000000000,\r,,
6.460084000000000,\n,,
7.000182000000000,' ',,
7.000754000000000,S,,
7.001326000000000,y,,
7.001898000000000,s,,
7.002470000000000,t,,
7.003042000000000,e,,
7.003614000000000,m,,
7.004186000000000,' ',,
7.004758000000000,A,,
7.005330000000000,l,,
7.005902000000000,e,,
7.006474000000000,r,,
7.007046000000000,t,,
7.007618000000000,s,,
7.008190000000000,!,,
7.008762000000000,' ',,
7.009334000000000,1,,
7.009906000000000,2,,
7.010478000000000,:,,
7.011050000000000,4,,
7.011622000000000,5,,
7.012194000000000,.,,
7.012766000000000,5,,
7.013338000000000,8,,
7.013910000000000,' ',,
7.014482000000000,T,,
7.015056000000000,h,,
7.015628000000000,u,,
7.016200000000000,' ',,
7.016772000000000,0,,
7.017344000000000,1,,
7.017916000000000,' ',,
7.018488000000000,\r,,
7.019060000000000,\n,,
7.541198000000000,' ',,
7.541770000000000,S,,
7.542342000000000,y,,
7.542914000000000,s,,
7.543486000000000,t,,
7.544058000000000,e,,
7.544630000000000,m,,
7.545202000000000,' ',,
7.545774000000000,A,,
7.546346000000000,l,,
7.546918000000000,e,,
7.547490000000000,r,,
7.548062000000000,t,,
7.548634000000000,s,,
7.549206000000000,!,,
7.549778000000000,' ',,
7.550350000000000,1,,
7.550922000000000,2,,
7.551494000000000,:,,
7.552066000000000,4,,
7.552638000000000,5,,
7.553210000000000,.,,
7.553782000000000,5,,
7.554354000000000,8,,
7.554926000000000,' ',,
7.555498000000000,T,,
7.556070000000000,h,,
7.556642000000000,u,,
7.557214000000000,' ',,
7.557786000000000,0,,
7.558358000000000,1,,
7.558930000000000,' ',,
7.559502000000000,\r,,
7.560074000000000,\n,,
7.942912000000000,' ',,
7.943484000000000,S,,
7.944058000000000,y,,
7.944630000000000,s,,
7.945202000000000,t,,
7.945774000000000,e,,
7.946346000000000,m,,
7.946918000000000,' ',,
7.947490000000000,A,,
7.948062000000000,l,,
7.948634000000000,e,,
7.949206000000000,r,,
7.949778000000000,t,,
7.950350000000000,s,,
7.950922000000000,!,,
7.951494000000000,' ',,
7.952066000000000,1,,
7.952638000000000,2,,
7.953210000000000,:,,
7.953782000000000,4,,
7.954354000000000,5,,
7.954926000000000,.,,
7.955498000000000,5,,
7.956070000000000,9,,
7.956642000000000,' ',,
7.957214000000000,T,,
7.957786000000000,h,,
7.958358000000000,u,,
7.958930000000000,' ',,
7.959502000000000,0,,
7.960074000000000,1,,
7.960646000000000,' ',,
7.961218000000000,\r,,
7.961790000000000,\n,,
8.341404000000001,' ',,
8.341976000000001,S,,
8.342548000000001,y,,
8.343120000000001,s,,
8.343692000000001,t,,
8.344264000000001,e,,
8.344836000000001,m,,
8.345408000000001,' ',,
8.345980000000001,A,,
8.346552000000001,l,,
8.347124000000001,e,,
8.347695999999999,r,,
8.348267999999999,t,,
8.348841999999999,s,,
8.349413999999999,!,,
8.349985999999999,' ',,
8.350557999999999,1,,
8.351129999999999,2,,
8.351702000000000,:,,
8.352274000000000,4,,
8.352846000000000,5,,
8.353418000000000,.,,
8.353990000000000,5,,
8.354562000000000,9,,
8.355134000000000,' ',,
8.355706000000000,T,,
8.356278000000000,h,,
8.356850000000000,u,,
8.357422000000000,' ',,
8.357994000000000,0,,
8.358566000000000,1,,
8.359138000000000,' ',,
8.359710000000000,\r,,
8.360282000000000,\n,,
8.941328000000000,O,,
8.941900000000000,K,,
8.942472000000000,\r,,
8.943044000000000,\n,,
9.441438000000000,' ',,
9.442010000000000,S,,
9.442582000000000,y,,
9.443154000000000,s,,
9.443726000000000,t,,
9.444298000000000,e,,
9.444870000000000,m,,
9.445442000000000,' ',,
9.446014000000000,A,,
9.446586000000000,l,,
9.447158000000000,e,,
9.447730000000000,r,,
9.448302000000000,t,,
9.448874000000000,s,,
9.449448000000000,!,,
9.450020000000000,' ',,
9.450592000000000,' ',,
9.451164000000000,T,,
9.451736000000000,h,,
9.452308000000000,u,,
9.452880000000000,' ',,
9.453452000000000,0,,
9.454024000000000,1,,
9.454596000000000,' ',,
9.455168000000000,F,,
9.455740000000000,e,,
9.456312000000000,b,,
9.456884000000001,' ',,
9.457456000000001,2,,
9.458028000000001,0,,
9.458600000000001,1,,
9.459172000000001,8,,
9.459744000000001,\r,,
9.460316000000001,\n,,
10.041452000000000,' ',,
10.042024000000000,S,,
10.042596000000000,y,,
10.043168000000000,s,,
10.043740000000000,t,,
10.044312000000000,e,,
10.044884000000000,m,,
10.045456000000000,' ',,
10.046028000000000,A,,
10.046600000000000,l,,
10.047172000000000,e,,
10.047744000000000,r,,
10.048316000000000,t,,
10.048890000000000,s,,
10.049462000000000,!,,
10.050034000000000,' ',,
10.050606000000000,' ',,
10.051178000000000,T,,
10.051750000000000,h,,
10.052322000000000,u,,
10.052894000000000,' ',,
10.053466000000000,0,,
10.054038000000000,1,,
10.054610000000000,' ',,
10.055182000000000,F,,
10.055754000000000,e,,
10.056326000000000,b,,
10.056898000000000,' ',,
10.057470000000000,2,,
10.058042000000000,0,,
10.058614000000000,1,,
10.059186000000000,8,,
10.059758000000000,\r,,
10.060330000000000,\n,,
10.441445999999999,O,,
10.442017999999999,K,,
10.442589999999999,\r,,
10.443161999999999,\n,,
11.007175999999999,O,,
11.007747999999999,K,,
11.008319999999999,\r,,
11.008891999999999,\n,,
11.478578000000001,' ',,
11.479150000000001,S,,
11.479722000000001,y,,
11.480294000000001,s,,
11.480866000000001,t,,
11.481438000000001,e,,
11.482010000000001,m,,
11.482582000000001,' ',,
11.483154000000001,A,,
11.483726000000001,l,,
11.484298000000001,e,,
11.484870000000001,r,,
11.485442000000001,t,,
11.486014000000001,s,,
11.486586000000001,!,,
11.487158000000001,' ',,
11.487730000000001,' ',,
11.488301999999999,T,,
11.488873999999999,h,,
11.489445999999999,u,,
11.490017999999999,' ',,
11.490589999999999,0,,
11.491161999999999,1,,
11.491733999999999,' ',,
11.492305999999999,F,,
11.492877999999999,e,,
11.493449999999999,b,,
11.494021999999999,' ',,
11.494593999999999,2,,
11.495165999999999,0,,
11.495737999999999,1,,
11.496309999999999,8,,
11.496881999999999,\r,,
11.497453999999999,\n,,
11.941514000000000,O,,
11.942086000000000,K,,
11.942658000000000,\r,,
11.943230000000000,\n,,
12.445207999999999,N,,
12.445779999999999,o,,
12.446351999999999,' ',,
12.446923999999999,A,,
12.447495999999999,T,,
12.448067999999999,S,,
12.448639999999999,' ',,
12.449211999999999,A,,
12.449783999999999,v,,
12.450355999999999,a,,
12.450927999999999,i,,
12.451499999999999,l,,
12.452071999999999,a,,
12.452643999999999,b,,
12.453215999999999,l,,
12.453787999999999,e,,
12.454359999999999,1,,
12.454931999999999,2,,
12.455503999999999,:,,
12.456075999999999,4,,
12.456647999999999,4,,
12.457220000000000,.,,
12.457792000000000,5,,
12.458364000000000,6,,
12.458936000000000,' ',,
12.459508000000000,T,,
12.460080000000000,h,,
12.460652000000000,u,,
12.461224000000000,' ',,
12.461796000000000,0,,
12.462368000000000,1,,
12.462940000000000,' ',,
12.463512000000000,\r,,
12.464084000000000,\n,,
13.046238000000001,N,,
13.046810000000001,o,,
13.047382000000001,' ',,
13.047955999999999,A,,
13.048527999999999,T,,
13.049099999999999,S,,
13.049671999999999,' ',,
13.050243999999999,A,,
13.050815999999999,v,,
13.051387999999999,a,,
13.051959999999999,i,,
13.052531999999999,l,,
13.053103999999999,a,,
13.053675999999999,b,,
13.054247999999999,l,,
13.054819999999999,e,,
13.055391999999999,1,,
13.055963999999999,2,,
13.056535999999999,:,,
13.057107999999999,4,,
13.057680000000000,6,,
13.058252000000000,.,,
13.058824000000000,0,,
13.059396000000000,4,,
13.059968000000000,' ',,
13.060540000000000,T,,
13.061112000000000,h,,
13.061684000000000,u,,
13.062256000000000,' ',,
13.062828000000000,0,,
13.063400000000000,1,,
13.063972000000000,' ',,
13.064544000000000,\r,,
13.065116000000000,\n,,
13.648128000000000,N,,
13.648700000000000,o,,
13.649272000000000,' ',,
13.649844000000000,A,,
13.650416000000000,T,,
13.650988000000000,S,,
13.651560000000000,' ',,
13.652132000000000,A,,
13.652704000000000,v,,
13.653276000000000,a,,
13.653848000000000,i,,
13.654420000000000,l,,
13.654992000000000,a,,
13.655564000000000,b,,
13.656136000000000,l,,
13.656710000000000,e,,
13.657282000000000,1,,
13.657854000000000,2,,
13.658426000000000,:,,
13.658998000000000,4,,
13.659570000000000,6,,
13.660142000000000,.,,
13.660714000000000,0,,
13.661286000000000,4,,
13.661858000000001,' ',,
13.662430000000001,T,,
13.663002000000001,h,,
13.663574000000001,u,,
13.664146000000001,' ',,
13.664718000000001,0,,
13.665290000000001,1,,
13.665862000000001,' ',,
13.666434000000001,\r,,
13.667006000000001,\n,,
14.341786000000001,Z,,
14.342358000000001,o,,
14.342930000000001,n,,
14.343502000000001,e,,
14.344074000000001,' ',,
14.344645999999999,0,,
14.345217999999999,0,,
14.345789999999999,1,,
14.346361999999999,' ',,
14.346933999999999,T,,
14.347505999999999,a,,
14.348077999999999,m,,
14.348649999999999,p,,
14.349221999999999,e,,
14.349793999999999,r,,
14.350365999999999,' ',,
14.350937999999999,' ',,
14.351509999999999,' ',,
14.352081999999999,' ',,
14.352653999999999,' ',,
14.353225999999999,' ',,
14.353797999999999,' ',,
14.354369999999999,' ',,
14.354941999999999,' ',,
14.355513999999999,' ',,
14.356085999999999,' ',,
14.356657999999999,' ',,
14.357229999999999,' ',,
14.357802000000000,' ',,
14.358374000000000,' ',,
14.358946000000000,' ',,
14.359520000000000,' ',,
14.360092000000000,\r,,
14.360664000000000,\n,,
14.841832000000000,Z,,
14.842404000000000,o,,
14.842976000000000,n,,
14.843548000000000,e,,
14.844120000000000,' ',,
14.844692000000000,0,,
14.845264000000000,0,,
14.845836000000000,2,,
14.846408000000000,' ',,
14.846980000000000,T,,
14.847552000000000,a,,
14.848124000000000,m,,
14.848696000000000,p,,
14.849268000000000,e,,
14.849840000000000,r,,
14.850412000000000,' ',,
14.850984000000000,' ',,
14.851556000000000,' ',,
14.852128000000000,' ',,
14.852700000000000,' ',,
14.853272000000000,' ',,
14.853844000000000,' ',,
14.854416000000001,' ',,
14.854988000000001,' ',,
14.855560000000001,' ',,
14.856132000000001,' ',,
14.856704000000001,' ',,
14.857276000000001,' ',,
14.857848000000001,' ',,
14.858420000000001,' ',,
14.858992000000001,' ',,
14.859564000000001,' ',,
14.860136000000001,\r,,
14.860708000000001,\n,,
15.285912000000000,Z,,
15.286484000000000,o,,
15.287056000000000,n,,
15.287628000000000,e,,
15.288200000000000,' ',,
15.288772000000000,0,,
15.289344000000000,0,,
15.289916000000000,2,,
15.290488000000000,' ',,
15.291060000000000,T,,
15.291632000000000,a,,
15.292204000000000,m,,
15.292776000000000,p,,
15.293348000000000,e,,
15.293920000000000,r,,
15.294492000000000,' ',,
15.295064000000000,' ',,
15.295636000000000,' ',,
15.296208000000000,' ',,
15.296780000000000,' ',,
15.297352000000000,' ',,
15.297924000000000,' ',,
15.298496000000000,' ',,
15.299068000000000,' ',,
15.299640000000000,' ',,
15.300212000000000,' ',,
15.300784000000000,' ',,
15.301356000000000,' ',,
15.301928000000000,' ',,
15.302500000000000,' ',,
15.303072000000000,' ',,
15.303644000000000,' ',,
15.304216000000000,\r,,
15.304788000000000,\n,,
15.746440000000000,O,,
15.747012000000000,K,,
15.747584000000000,\r,,
15.748156000000000,\n,,
16.358660000000000,O,,
16.359231999999999,K,,
16.359804000000000,\r,,
16.360375999999999,\n,,
16.742030000000000,Z,,
16.742602000000002,o,,
16.743174000000000,n,,
16.743746000000002,e,,
16.744318000000000,' ',,
16.744890000000002,0,,
16.745462000000000,0,,
16.746034000000002,4,,
16.746606000000000,' ',,
16.747178000000002,T,,
16.747750000000000,a,,
16.748322000000002,m,,
16.748894000000000,p,,
16.749466000000002,e,,
16.750039999999998,r,,
16.750612000000000,' ',,
16.751183999999999,' ',,
16.751756000000000,' ',,
16.752327999999999,' ',,
16.752900000000000,' ',,
16.753471999999999,' ',,
16.754044000000000,' ',,
16.754615999999999,' ',,
16.755188000000000,' ',,
16.755759999999999,' ',,
16.756332000000000,' ',,
16.756903999999999,' ',,
16.757476000000000,' ',,
16.758047999999999,' ',,
16.758620000000001,' ',,
16.759191999999999,' ',,
16.759764000000001,' ',,
16.760335999999999,\r,,
16.760908000000001,\n,,
17.241916000000000,O,,
17.242490000000000,K,,
17.243061999999998,\r,,
17.243634000000000,\n,,
17.786536000000002,O,,
17.787108000000000,K,,
17.787680000000002,\r,,
17.788253999999998,\n,,
18.260814000000000,Z,,
18.261386000000002,o,,
18.261958000000000,n,,
18.262530000000002,e,,
18.263102000000000,' ',,
18.263674000000002,0,,
18.264246000000000,0,,
18.264818000000002,5,,
18.265391999999999,' ',,
18.265964000000000,T,,
18.266535999999999,a,,
18.267108000000000,m,,
18.267679999999999,p,,
18.268252000000000,e,,
18.268823999999999,r,,
18.269396000000000,' ',,
18.269967999999999,' ',,
18.270540000000000,' ',,
18.271111999999999,' ',,
18.271684000000000,' ',,
18.272255999999999,' ',,
18.272828000000001,' ',,
18.273399999999999,' ',,
18.273972000000001,' ',,
18.274543999999999,' ',,
18.275116000000001,' ',,
18.275687999999999,' ',,
18.276260000000001,' ',,
18.276831999999999,' ',,
18.277404000000001,' ',,
18.277975999999999,' ',,
18.278548000000001,' ',,
18.279119999999999,\r,,
18.279692000000001,\n,,
18.842734000000000,O,,
18.843305999999998,K,,
18.843878000000000,\r,,
18.844449999999998,\n,,
19.321985999999999,O,,
19.322558000000001,K,,
19.323129999999999,\r,,
19.323702000000001,\n,,
19.742229999999999,Y,,
19.742802000000001,E,,
19.743373999999999,S,,
19.743946000000001,' ',,
19.744517999999999,t,,
19.745090000000001,o,,
19.745661999999999,' ',,
19.746236000000000,S,,
19.746808000000001,e,,
19.747380000000000,l,,
19.747952000000002,e,,
19.748524000000000,c,,
19.749096000000002,t,,
19.749668000000000,:,,
19.750240000000002,-,,
19.750812000000000,' ',,
19.751384000000002,Z,,
19.751956000000000,o,,
19.752528000000002,n,,
19.753100000000000,e,,
19.753672000000002,' ',,
19.754244000000000,S,,
19.754816000000002,e,,
19.755388000000000,t,,
19.755960000000002,u,,
19.756532000000000,p,,
19.757104000000002,' ',,
19.757676000000000,' ',,
19.758247999999998,' ',,
19.758820000000000,' ',,
19.759391999999998,' ',,
19.759964000000000,' ',,
19.760535999999998,\r,,
19.761108000000000,\n,,
20.268000000000001,Y,,
20.268571999999999,E,,
20.269144000000001,S,,
20.269715999999999,' ',,
20.270288000000001,t,,
20.270859999999999,o,,
20.271432000000001,' ',,
20.272003999999999,S,,
20.272576000000001,e,,
20.273147999999999,l,,
20.273720000000001,e,,
20.274291999999999,c,,
20.274864000000001,t,,
20.275435999999999,:,,
20.276008000000001,-,,
20.276579999999999,' ',,
20.277152000000001,Z,,
20.277723999999999,o,,
20.278296000000001,n,,
20.278867999999999,e,,
20.279440000000001,' ',,
20.280011999999999,S,,
20.280584000000001,e,,
20.281155999999999,t,,
20.281728000000001,u,,
20.282299999999999,p,,
20.282872000000001,' ',,
20.283443999999999,' ',,
20.284016000000001,' ',,
20.284587999999999,' ',,
20.285160000000001,' ',,
20.285731999999999,' ',,
20.286304000000001,\r,,
20.286875999999999,\n,,
20.842303999999999,Y,,
20.842876000000000,E,,
20.843447999999999,S,,
20.844020000000000,' ',,
20.844591999999999,t,,
20.845164000000000,o,,
20.845735999999999,' ',,
20.846308000000001,S,,
20.846879999999999,e,,
20.847452000000001,l,,
20.848023999999999,e,,
20.848596000000001,c,,
20.849167999999999,t,,
20.849740000000001,:,,
20.850311999999999,-,,
20.850884000000001,' ',,
20.851455999999999,Z,,
20.852028000000001,o,,
20.852599999999999,n,,
20.853172000000001,e,,
20.853743999999999,' ',,
20.854316000000001,S,,
20.854887999999999,e,,
20.855460000000001,t,,
20.856031999999999,u,,
20.856604000000001,p,,
20.857175999999999,' ',,
20.857748000000001,' ',,
20.858319999999999,' ',,
20.858892000000001,' ',,
20.859463999999999,' ',,
20.860037999999999,' ',,
20.860610000000001,\r,,
20.861181999999999,\n,,
21.506682000000001,Y,,
21.507254000000000,E,,
21.507826000000001,S,,
21.508398000000000,' ',,
21.508970000000001,t,,
21.509542000000000,o,,
21.510114000000002,' ',,
21.510686000000000,S,,
21.511258000000002,e,,
21.511830000000000,l,,
21.512404000000000,e,,
21.512975999999998,c,,
21.513548000000000,t,,
21.514119999999998,:,,
21.514692000000000,-,,
21.515263999999998,' ',,
21.515836000000000,Z,,
21.516407999999998,o,,
21.516980000000000,n,,
21.517551999999998,e,,
21.518124000000000,' ',,
21.518695999999998,S,,
21.519268000000000,e,,
21.519839999999999,t,,
21.520412000000000,u,,
21.520983999999999,p,,
21.521556000000000,' ',,
21.522127999999999,' ',,
21.522700000000000,' ',,
21.523271999999999,' ',,
21.523844000000000,' ',,
21.524415999999999,' ',,
21.524988000000000,\r,,
21.525559999999999,\n,,
22.142393999999999,O,,
22.142966000000001,K,,
22.143537999999999,\r,,
22.144110000000001,\n,,
22.627345999999999,Y,,
22.627918000000001,E,,
22.628489999999999,S,,
22.629062000000001,' ',,
22.629633999999999,t,,
22.630206000000001,o,,
22.630777999999999,' ',,
22.631350000000001,S,,
22.631921999999999,e,,
22.632494000000001,l,,
22.633065999999999,e,,
22.633638000000001,c,,
22.634209999999999,t,,
22.634782000000001,:,,
22.635354000000000,-,,
22.635926000000001,' ',,
22.636498000000000,A,,
22.637070000000001,r,,
22.637642000000000,e,,
22.638214000000001,a,,
22.638786000000000,' ',,
22.639358000000001,P,,
22.639930000000000,r,,
22.640502000000001,o,,
22.641074000000000,g,,
22.641648000000000,r,,
22.642219999999998,a,,
22.642792000000000,m,,
22.643363999999998,m,,
22.643936000000000,i,,
22.644507999999998,n,,
22.645080000000000,g,,
22.645651999999998,\r,,
22.646224000000000,\n,,
23.243379999999998,Y,,
23.243952000000000,E,,
23.244523999999998,S,,
23.245096000000000,' ',,
23.245667999999998,t,,
23.246240000000000,o,,
23.246811999999998,' ',,
23.247384000000000,S,,
23.247955999999999,e,,
23.248528000000000,l,,
23.249099999999999,e,,
23.249672000000000,c,,
23.250243999999999,t,,
23.250817999999999,:,,
23.251390000000001,-,,
23.251961999999999,' ',,
23.252534000000001,A,,
23.253105999999999,r,,
23.253678000000001,e,,
23.254249999999999,a,,
23.254822000000001,' ',,
23.255393999999999,P,,
23.255966000000001,r,,
23.256537999999999,o,,
23.257110000000001,g,,
23.257681999999999,r,,
23.258254000000001,a,,
23.258825999999999,m,,
23.259398000000001,m,,
23.259969999999999,i,,
23.260542000000001,n,,
23.261113999999999,g,,
23.261686000000001,\r,,
23.262257999999999,\n,,
23.860897999999999,O,,
23.861470000000001,K,,
23.862041999999999,\r,,
23.862614000000001,\n,,
24.442612000000000,O,,
24.443183999999999,K,,
24.443756000000000,\r,,
24.444327999999999,\n,,
24.991496000000001,Y,,
24.992068000000000,E,,
24.992640000000002,S,,
24.993212000000000,' ',,
24.993784000000002,t,,
24.994356000000000,o,,
24.994928000000002,' ',,
24.995500000000000,S,,
24.996072000000002,e,,
24.996644000000000,l,,
24.997216000000002,e,,
24.997788000000000,c,,
24.998362000000000,t,,
24.998933999999998,:,,
24.999506000000000,-,,
25.000077999999998,' ',,
25.000650000000000,K,,
25.001221999999999,e,,
25.001794000000000,y,,
25.002365999999999,p,,
25.002938000000000,a,,
25.003509999999999,d,,
25.004082000000000,' ',,
25.004653999999999,S,,
25.005226000000000,e,,
25.005797999999999,t,,
25.006370000000000,u,,
25.006941999999999,p,,
25.007514000000000,' ',,
25.008085999999999,' ',,
25.008658000000000,' ',,
25.009229999999999,' ',,
25.009802000000001,\r,,
25.010373999999999,\n,,
25.542718000000001,Y,,
25.543289999999999,E,,
25.543862000000001,S,,
25.544433999999999,' ',,
25.545006000000001,t,,
25.545577999999999,o,,
25.546150000000001,' ',,
25.546721999999999,S,,
25.547294000000001,e,,
25.547865999999999,l,,
25.548438000000001,e,,
25.549009999999999,c,,
25.549582000000001,t,,
25.550153999999999,:,,
25.550726000000001,-,,
25.551297999999999,' ',,
25.551870000000001,K,,
25.552441999999999,e,,
25.553014000000001,y,,
25.553585999999999,p,,
25.554158000000001,a,,
25.554729999999999,d,,
25.555302000000001,' ',,
25.555873999999999,S,,
25.556446000000001,e,,
25.557017999999999,t,,
25.557590000000001,u,,
25.558161999999999,p,,
25.558734000000001,' ',,
25.559305999999999,' ',,
25.559880000000000,' ',,
25.560452000000002,' ',,
25.561024000000000,\r,,
25.561596000000002,\n,,
25.942678000000001,Y,,
25.943249999999999,E,,
25.943822000000001,S,,
25.944393999999999,' ',,
25.944966000000001,t,,
25.945537999999999,o,,
25.946110000000001,' ',,
25.946681999999999,S,,
25.947254000000001,e,,
25.947825999999999,l,,
25.948398000000001,e,,
25.948969999999999,c,,
25.949542000000001,t,,
25.950113999999999,:,,
25.950686000000001,-,,
25.951257999999999,' ',,
25.951832000000000,K,,
25.952404000000001,e,,
25.952976000000000,y,,
25.953548000000001,p,,
25.954120000000000,a,,
25.954692000000001,d,,
25.955264000000000,' ',,
25.955836000000001,S,,
25.956408000000000,e,,
25.956980000000001,t,,
25.957552000000000,u,,
25.958124000000002,p,,
25.958696000000000,' ',,
25.959268000000002,' ',,
25.959840000000000,' ',,
25.960412000000002,' ',,
25.960984000000000,\r,,
25.961556000000002,\n,,
26.624355999999999,Y,,
26.624928000000001,E,,
26.625499999999999,S,,
26.626072000000001,' ',,
26.626643999999999,t,,
26.627216000000001,o,,
26.627787999999999,' ',,
26.628360000000001,S,,
26.628931999999999,e,,
26.629504000000001,l,,
26.630075999999999,e,,
26.630648000000001,c,,
26.631219999999999,t,,
26.631792000000001,:,,
26.632363999999999,-,,
26.632936000000001,' ',,
26.633507999999999,K,,
26.634080000000001,e,,
26.634651999999999,y,,
26.635224000000001,p,,
26.635795999999999,a,,
26.636368000000001,d,,
26.636939999999999,' ',,
26.637512000000001,S,,
26.638083999999999,e,,
26.638656000000001,t,,
26.639227999999999,u,,
26.639800000000001,p,,
26.640371999999999,' ',,
26.640944000000001,' ',,
26.641515999999999,' ',,
26.642088000000001,' ',,
26.642659999999999,\r,,
26.643232000000001,\n,,
27.241409999999998,Y,,
27.241982000000000,E,,
27.242553999999998,S,,
27.243126000000000,' ',,
27.243697999999998,t,,
27.244270000000000,o,,
27.244841999999998,' ',,
27.245414000000000,S,,
27.245985999999998,e,,
27.246558000000000,l,,
27.247129999999999,e,,
27.247702000000000,c,,
27.248273999999999,t,,
27.248846000000000,:,,
27.249417999999999,-,,
27.249990000000000,' ',,
27.250561999999999,K,,
27.251135999999999,e,,
27.251708000000001,y,,
27.252279999999999,p,,
27.252852000000001,a,,
27.253423999999999,d,,
27.253996000000001,' ',,
27.254567999999999,S,,
27.255140000000001,e,,
27.255711999999999,t,,
27.256284000000001,u,,
27.256855999999999,p,,
27.257428000000001,' ',,
